Session will be spooled to /home/appuser/query18.txt
Enter SPOOL OFF to disable

ksql> SELECT
    from_unixtime(WINDOWSTART) as window_start,
    from_unixtime(WINDOWEND) as window_end,
    weightId,
    avg(weight) as avg_weight
      FROM weightStream
    WINDOW HOPPING (SIZE 10 SECONDS, ADVANCE BY 1 SECOND)
    GROUP BY weightId
    EMIT CHANGES;
+---------------------------------------------------------------------------+---------------------------------------------------------------------------+---------------------------------------------------------------------------+---------------------------------------------------------------------------+
|WINDOW_START                                                               |WINDOW_END                                                                 |WEIGHTID                                                                   |AVG_WEIGHT                                                                 |
|2024-06-05T15:52:38.000                                                    |2024-06-05T15:52:48.000                                                    |2                                                                          |23.0638900495226                                                           |
|2024-06-05T15:52:39.000                                                    |2024-06-05T15:52:49.000                                                    |2                                                                          |23.0638900495226                                                           |
|2024-06-05T15:52:33.000                                                    |2024-06-05T15:52:43.000                                                    |1                                                                          |12.3370588278696                                                           |
|2024-06-05T15:52:34.000                                                    |2024-06-05T15:52:44.000                                                    |1                                                                          |14.033561907958006                                                         |
|2024-06-05T15:52:35.000                                                    |2024-06-05T15:52:45.000                                                    |1                                                                          |14.17713885370685                                                          |
|2024-06-05T15:52:36.000                                                    |2024-06-05T15:52:46.000                                                    |1                                                                          |14.17713885370685                                                          |
|2024-06-05T15:52:37.000                                                    |2024-06-05T15:52:47.000                                                    |1                                                                          |14.17713885370685                                                          |
|2024-06-05T15:52:38.000                                                    |2024-06-05T15:52:48.000                                                    |1                                                                          |14.17713885370685                                                          |
|2024-06-05T15:52:39.000                                                    |2024-06-05T15:52:49.000                                                    |1                                                                          |15.330513131224443                                                         |
|2024-06-05T15:52:40.000                                                    |2024-06-05T15:52:50.000                                                    |1                                                                          |15.330513131224443                                                         |
|2024-06-05T15:52:41.000                                                    |2024-06-05T15:52:51.000                                                    |1                                                                          |15.330513131224443                                                         |
|2024-06-05T15:52:42.000                                                    |2024-06-05T15:52:52.000                                                    |1                                                                          |15.330513131224443                                                         |
|2024-06-05T15:52:35.000                                                    |2024-06-05T15:52:45.000                                                    |3                                                                          |13.103275143880756                                                         |
|2024-06-05T15:52:36.000                                                    |2024-06-05T15:52:46.000                                                    |3                                                                          |12.277186996940696                                                         |
|2024-06-05T15:52:37.000                                                    |2024-06-05T15:52:47.000                                                    |3                                                                          |11.870762140339728                                                         |
|2024-06-05T15:52:38.000                                                    |2024-06-05T15:52:48.000                                                    |3                                                                          |10.999526722855505                                                         |
|2024-06-05T15:52:39.000                                                    |2024-06-05T15:52:49.000                                                    |3                                                                          |11.266754147326088                                                         |
|2024-06-05T15:52:40.000                                                    |2024-06-05T15:52:50.000                                                    |3                                                                          |11.381446902400526                                                         |
|2024-06-05T15:52:41.000                                                    |2024-06-05T15:52:51.000                                                    |3                                                                          |11.731596720863541                                                         |
|2024-06-05T15:52:42.000                                                    |2024-06-05T15:52:52.000                                                    |3                                                                          |11.731596720863541                                                         |
|2024-06-05T15:52:43.000                                                    |2024-06-05T15:52:53.000                                                    |3                                                                          |11.731596720863541                                                         |
|2024-06-05T15:52:44.000                                                    |2024-06-05T15:52:54.000                                                    |3                                                                          |11.731596720863541                                                         |
|2024-06-05T15:52:45.000                                                    |2024-06-05T15:52:55.000                                                    |3                                                                          |12.12399277129455                                                          |
|2024-06-05T15:52:46.000                                                    |2024-06-05T15:52:56.000                                                    |3                                                                          |11.627044570306843                                                         |
|2024-06-05T15:52:47.000                                                    |2024-06-05T15:52:57.000                                                    |3                                                                          |12.521247926792821                                                         |
|2024-06-05T15:52:48.000                                                    |2024-06-05T15:52:58.000                                                    |3                                                                          |12.870118694149598                                                         |
|2024-06-05T15:52:40.000                                                    |2024-06-05T15:52:50.000                                                    |2                                                                          |19.831955536222644                                                         |
|2024-06-05T15:52:41.000                                                    |2024-06-05T15:52:51.000                                                    |2                                                                          |19.120306000040987                                                         |
|2024-06-05T15:52:42.000                                                    |2024-06-05T15:52:52.000                                                    |2                                                                          |18.485510587031396                                                         |
|2024-06-05T15:52:43.000                                                    |2024-06-05T15:52:53.000                                                    |2                                                                          |18.485510587031396                                                         |
|2024-06-05T15:52:44.000                                                    |2024-06-05T15:52:54.000                                                    |2                                                                          |18.485510587031396                                                         |
|2024-06-05T15:52:43.000                                                    |2024-06-05T15:52:53.000                                                    |1                                                                          |15.699000586989925                                                         |
|2024-06-05T15:52:44.000                                                    |2024-06-05T15:52:54.000                                                    |1                                                                          |17.08071378500728                                                          |
|2024-06-05T15:52:45.000                                                    |2024-06-05T15:52:55.000                                                    |1                                                                          |17.08071378500728                                                          |
|2024-06-05T15:52:45.000                                                    |2024-06-05T15:52:55.000                                                    |2                                                                          |20.08440828079318                                                          |
|2024-06-05T15:52:46.000                                                    |2024-06-05T15:52:56.000                                                    |2                                                                          |20.08440828079318                                                          |
|2024-06-05T15:52:47.000                                                    |2024-06-05T15:52:57.000                                                    |2                                                                          |20.08440828079318                                                          |
|2024-06-05T15:52:46.000                                                    |2024-06-05T15:52:56.000                                                    |1                                                                          |15.92406287924335                                                          |
|2024-06-05T15:52:47.000                                                    |2024-06-05T15:52:57.000                                                    |1                                                                          |15.265859806727118                                                         |
|2024-06-05T15:52:48.000                                                    |2024-06-05T15:52:58.000                                                    |1                                                                          |15.265859806727118                                                         |
|2024-06-05T15:52:49.000                                                    |2024-06-05T15:52:59.000                                                    |1                                                                          |15.265859806727118                                                         |
|2024-06-05T15:52:48.000                                                    |2024-06-05T15:52:58.000                                                    |2                                                                          |19.49306112731814                                                          |
|2024-06-05T15:52:49.000                                                    |2024-06-05T15:52:59.000                                                    |2                                                                          |19.49306112731814                                                          |
|2024-06-05T15:52:50.000                                                    |2024-06-05T15:53:00.000                                                    |2                                                                          |20.216321153417                                                            |
|2024-06-05T15:52:51.000                                                    |2024-06-05T15:53:01.000                                                    |2                                                                          |21.056092561996774                                                         |
|2024-06-05T15:52:49.000                                                    |2024-06-05T15:52:59.000                                                    |3                                                                          |15.752608000568184                                                         |
|2024-06-05T15:52:50.000                                                    |2024-06-05T15:53:00.000                                                    |3                                                                          |15.752608000568184                                                         |
|2024-06-05T15:52:51.000                                                    |2024-06-05T15:53:01.000                                                    |3                                                                          |15.752608000568184                                                         |
|2024-06-05T15:52:52.000                                                    |2024-06-05T15:53:02.000                                                    |3                                                                          |15.752608000568184                                                         |
|2024-06-05T15:52:53.000                                                    |2024-06-05T15:53:03.000                                                    |3                                                                          |15.752608000568184                                                         |
|2024-06-05T15:52:54.000                                                    |2024-06-05T15:53:04.000                                                    |3                                                                          |15.752608000568184                                                         |
|2024-06-05T15:52:50.000                                                    |2024-06-05T15:53:00.000                                                    |1                                                                          |15.109397405622715                                                         |
|2024-06-05T15:52:51.000                                                    |2024-06-05T15:53:01.000                                                    |1                                                                          |15.788262877897786                                                         |
|2024-06-05T15:52:52.000                                                    |2024-06-05T15:53:02.000                                                    |1                                                                          |15.788262877897786                                                         |
|2024-06-05T15:52:53.000                                                    |2024-06-05T15:53:03.000                                                    |1                                                                          |16.49092944832602                                                          |
|2024-06-05T15:52:52.000                                                    |2024-06-05T15:53:02.000                                                    |2                                                                          |17.520029994511926                                                         |
|2024-06-05T15:52:53.000                                                    |2024-06-05T15:53:03.000                                                    |2                                                                          |17.43934633027791                                                          |
|2024-06-05T15:52:54.000                                                    |2024-06-05T15:53:04.000                                                    |2                                                                          |17.43934633027791                                                          |
|2024-06-05T15:52:55.000                                                    |2024-06-05T15:53:05.000                                                    |2                                                                          |14.958761319677699                                                         |
|2024-06-05T15:52:56.000                                                    |2024-06-05T15:53:06.000                                                    |2                                                                          |14.958761319677699                                                         |
|2024-06-05T15:52:57.000                                                    |2024-06-05T15:53:07.000                                                    |2                                                                          |14.958761319677699                                                         |
|2024-06-05T15:52:54.000                                                    |2024-06-05T15:53:04.000                                                    |1                                                                          |14.00338900198698                                                          |
|2024-06-05T15:52:55.000                                                    |2024-06-05T15:53:05.000                                                    |1                                                                          |14.00338900198698                                                          |
|2024-06-05T15:52:56.000                                                    |2024-06-05T15:53:06.000                                                    |1                                                                          |14.101545985554854                                                         |
|2024-06-05T15:52:57.000                                                    |2024-06-05T15:53:07.000                                                    |1                                                                          |14.37164445101366                                                          |
|2024-06-05T15:52:58.000                                                    |2024-06-05T15:53:08.000                                                    |1                                                                          |14.37164445101366                                                          |
|2024-06-05T15:52:59.000                                                    |2024-06-05T15:53:09.000                                                    |1                                                                          |14.37164445101366                                                          |
|2024-06-05T15:53:00.000                                                    |2024-06-05T15:53:10.000                                                    |1                                                                          |14.315692775917938                                                         |
|2024-06-05T15:53:01.000                                                    |2024-06-05T15:53:11.000                                                    |1                                                                          |9.448795312562734                                                          |
|2024-06-05T15:53:02.000                                                    |2024-06-05T15:53:12.000                                                    |1                                                                          |9.448795312562734                                                          |
|2024-06-05T15:53:03.000                                                    |2024-06-05T15:53:13.000                                                    |1                                                                          |9.448795312562734                                                          |
|2024-06-05T15:52:55.000                                                    |2024-06-05T15:53:05.000                                                    |3                                                                          |15.90432953748113                                                          |
|2024-06-05T15:52:56.000                                                    |2024-06-05T15:53:06.000                                                    |3                                                                          |17.582681242963954                                                         |
|2024-06-05T15:52:57.000                                                    |2024-06-05T15:53:07.000                                                    |3                                                                          |16.237964457537743                                                         |
|2024-06-05T15:52:58.000                                                    |2024-06-05T15:53:08.000                                                    |3                                                                          |16.237964457537743                                                         |
|2024-06-05T15:52:59.000                                                    |2024-06-05T15:53:09.000                                                    |3                                                                          |16.399749943194262                                                         |
|2024-06-05T15:52:58.000                                                    |2024-06-05T15:53:08.000                                                    |2                                                                          |15.053417839459817                                                         |
|2024-06-05T15:52:59.000                                                    |2024-06-05T15:53:09.000                                                    |2                                                                          |15.0633865523964                                                           |
|2024-06-05T15:53:00.000                                                    |2024-06-05T15:53:10.000                                                    |2                                                                          |15.0633865523964                                                           |
|2024-06-05T15:53:01.000                                                    |2024-06-05T15:53:11.000                                                    |2                                                                          |15.0633865523964                                                           |
|2024-06-05T15:53:02.000                                                    |2024-06-05T15:53:12.000                                                    |2                                                                          |16.56741003384878                                                          |
|2024-06-05T15:53:03.000                                                    |2024-06-05T15:53:13.000                                                    |2                                                                          |16.252467381985237                                                         |
|2024-06-05T15:53:04.000                                                    |2024-06-05T15:53:14.000                                                    |2                                                                          |16.252467381985237                                                         |
|2024-06-05T15:53:05.000                                                    |2024-06-05T15:53:15.000                                                    |2                                                                          |16.252467381985237                                                         |
|2024-06-05T15:53:06.000                                                    |2024-06-05T15:53:16.000                                                    |2                                                                          |16.252467381985237                                                         |
|2024-06-05T15:53:07.000                                                    |2024-06-05T15:53:17.000                                                    |2                                                                          |16.252467381985237                                                         |
|2024-06-05T15:53:08.000                                                    |2024-06-05T15:53:18.000                                                    |2                                                                          |15.09329269120615                                                          |
|2024-06-05T15:53:00.000                                                    |2024-06-05T15:53:10.000                                                    |3                                                                          |15.82085204853558                                                          |
|2024-06-05T15:53:01.000                                                    |2024-06-05T15:53:11.000                                                    |3                                                                          |15.82085204853558                                                          |
|2024-06-05T15:53:02.000                                                    |2024-06-05T15:53:12.000                                                    |3                                                                          |15.82085204853558                                                          |
|2024-06-05T15:53:03.000                                                    |2024-06-05T15:53:13.000                                                    |3                                                                          |15.82085204853558                                                          |
|2024-06-05T15:53:04.000                                                    |2024-06-05T15:53:14.000                                                    |3                                                                          |15.82085204853558                                                          |
|2024-06-05T15:53:05.000                                                    |2024-06-05T15:53:15.000                                                    |3                                                                          |15.742452373249414                                                         |
|2024-06-05T15:53:06.000                                                    |2024-06-05T15:53:16.000                                                    |3                                                                          |13.14398623290932                                                          |
|2024-06-05T15:53:07.000                                                    |2024-06-05T15:53:17.000                                                    |3                                                                          |14.084158364559535                                                         |
|2024-06-05T15:53:08.000                                                    |2024-06-05T15:53:18.000                                                    |3                                                                          |14.084158364559535                                                         |
|2024-06-05T15:53:09.000                                                    |2024-06-05T15:53:19.000                                                    |3                                                                          |14.084158364559535                                                         |
Query terminated

ksql> spool off
