Session will be spooled to /home/appuser/query18.txt
Enter SPOOL OFF to disable

ksql> SELECT
    from_unixtime(WINDOWSTART) as window_start,
    from_unixtime(WINDOWEND) as window_end,
    weightId,
    avg(weight) as avg_weight
      FROM weightStream
    WINDOW HOPPING (SIZE 10 SECONDS, ADVANCE BY 1 SECOND)
    GROUP BY weightId
    EMIT CHANGES;
+---------------------------------------------------------------------------+---------------------------------------------------------------------------+---------------------------------------------------------------------------+---------------------------------------------------------------------------+
|WINDOW_START                                                               |WINDOW_END                                                                 |WEIGHTID                                                                   |AVG_WEIGHT                                                                 |
+---------------------------------------------------------------------------+---------------------------------------------------------------------------+---------------------------------------------------------------------------+---------------------------------------------------------------------------+
|2024-06-05T15:52:02.000                                                    |2024-06-05T15:52:12.000                                                    |2                                                                          |14.793348859373378                                                         |
|2024-06-05T15:52:03.000                                                    |2024-06-05T15:52:13.000                                                    |2                                                                          |14.793348859373378                                                         |
|2024-06-05T15:52:03.000                                                    |2024-06-05T15:52:13.000                                                    |1                                                                          |17.78645713383513                                                          |
|2024-06-05T15:52:04.000                                                    |2024-06-05T15:52:14.000                                                    |1                                                                          |17.78645713383513                                                          |
|2024-06-05T15:52:05.000                                                    |2024-06-05T15:52:15.000                                                    |1                                                                          |17.78645713383513                                                          |
|2024-06-05T15:52:06.000                                                    |2024-06-05T15:52:16.000                                                    |1                                                                          |17.78645713383513                                                          |
|2024-06-05T15:52:07.000                                                    |2024-06-05T15:52:17.000                                                    |1                                                                          |17.78645713383513                                                          |
|2024-06-05T15:52:08.000                                                    |2024-06-05T15:52:18.000                                                    |1                                                                          |17.78645713383513                                                          |
|2024-06-05T15:52:04.000                                                    |2024-06-05T15:52:14.000                                                    |2                                                                          |17.69218787610084                                                          |
|2024-06-05T15:52:05.000                                                    |2024-06-05T15:52:15.000                                                    |2                                                                          |17.69218787610084                                                          |
|2024-06-05T15:52:05.000                                                    |2024-06-05T15:52:15.000                                                    |3                                                                          |19.943795308611488                                                         |
|2024-06-05T15:52:06.000                                                    |2024-06-05T15:52:16.000                                                    |3                                                                          |19.943795308611488                                                         |
|2024-06-05T15:52:06.000                                                    |2024-06-05T15:52:16.000                                                    |2                                                                          |16.059894827090517                                                         |
|2024-06-05T15:52:07.000                                                    |2024-06-05T15:52:17.000                                                    |2                                                                          |16.059894827090517                                                         |
|2024-06-05T15:52:08.000                                                    |2024-06-05T15:52:18.000                                                    |2                                                                          |16.059894827090517                                                         |
|2024-06-05T15:52:09.000                                                    |2024-06-05T15:52:19.000                                                    |2                                                                          |16.059894827090517                                                         |
|2024-06-05T15:52:07.000                                                    |2024-06-05T15:52:17.000                                                    |3                                                                          |17.626507573812017                                                         |
|2024-06-05T15:52:08.000                                                    |2024-06-05T15:52:18.000                                                    |3                                                                          |17.544888025847012                                                         |
|2024-06-05T15:52:09.000                                                    |2024-06-05T15:52:19.000                                                    |3                                                                          |17.544888025847012                                                         |
|2024-06-05T15:52:10.000                                                    |2024-06-05T15:52:20.000                                                    |3                                                                          |17.544888025847012                                                         |
|2024-06-05T15:52:11.000                                                    |2024-06-05T15:52:21.000                                                    |3                                                                          |17.544888025847012                                                         |
|2024-06-05T15:52:09.000                                                    |2024-06-05T15:52:19.000                                                    |1                                                                          |11.695740906491434                                                         |
|2024-06-05T15:52:10.000                                                    |2024-06-05T15:52:20.000                                                    |1                                                                          |11.695740906491434                                                         |
|2024-06-05T15:52:10.000                                                    |2024-06-05T15:52:20.000                                                    |2                                                                          |16.474033940296408                                                         |
|2024-06-05T15:52:11.000                                                    |2024-06-05T15:52:21.000                                                    |2                                                                          |16.474033940296408                                                         |
|2024-06-05T15:52:12.000                                                    |2024-06-05T15:52:22.000                                                    |2                                                                          |17.034262300604087                                                         |
|2024-06-05T15:52:11.000                                                    |2024-06-05T15:52:21.000                                                    |1                                                                          |13.153072173616302                                                         |
|2024-06-05T15:52:12.000                                                    |2024-06-05T15:52:22.000                                                    |1                                                                          |13.153072173616302                                                         |
|2024-06-05T15:52:13.000                                                    |2024-06-05T15:52:23.000                                                    |1                                                                          |10.836379693506888                                                         |
|2024-06-05T15:52:12.000                                                    |2024-06-05T15:52:22.000                                                    |3                                                                          |16.672956081569243                                                         |
|2024-06-05T15:52:13.000                                                    |2024-06-05T15:52:23.000                                                    |3                                                                          |16.672956081569243                                                         |
|2024-06-05T15:52:14.000                                                    |2024-06-05T15:52:24.000                                                    |3                                                                          |16.672956081569243                                                         |
|2024-06-05T15:52:15.000                                                    |2024-06-05T15:52:25.000                                                    |3                                                                          |15.582676339221832                                                         |
|2024-06-05T15:52:16.000                                                    |2024-06-05T15:52:26.000                                                    |3                                                                          |15.582676339221832                                                         |
|2024-06-05T15:52:13.000                                                    |2024-06-05T15:52:23.000                                                    |2                                                                          |17.32964261046102                                                          |
|2024-06-05T15:52:14.000                                                    |2024-06-05T15:52:24.000                                                    |2                                                                          |16.24251451633859                                                          |
|2024-06-05T15:52:15.000                                                    |2024-06-05T15:52:25.000                                                    |2                                                                          |16.24251451633859                                                          |
|2024-06-05T15:52:16.000                                                    |2024-06-05T15:52:26.000                                                    |2                                                                          |17.966117409972952                                                         |
|2024-06-05T15:52:17.000                                                    |2024-06-05T15:52:27.000                                                    |2                                                                          |17.966117409972952                                                         |
|2024-06-05T15:52:14.000                                                    |2024-06-05T15:52:24.000                                                    |1                                                                          |12.471418846055338                                                         |
|2024-06-05T15:52:15.000                                                    |2024-06-05T15:52:25.000                                                    |1                                                                          |10.960947933069987                                                         |
|2024-06-05T15:52:16.000                                                    |2024-06-05T15:52:26.000                                                    |1                                                                          |12.467417758638168                                                         |
|2024-06-05T15:52:17.000                                                    |2024-06-05T15:52:27.000                                                    |1                                                                          |12.467417758638168                                                         |
|2024-06-05T15:52:18.000                                                    |2024-06-05T15:52:28.000                                                    |1                                                                          |12.467417758638168                                                         |
|2024-06-05T15:52:19.000                                                    |2024-06-05T15:52:29.000                                                    |1                                                                          |14.183016028510774                                                         |
|2024-06-05T15:52:20.000                                                    |2024-06-05T15:52:30.000                                                    |1                                                                          |14.183016028510774                                                         |
|2024-06-05T15:52:17.000                                                    |2024-06-05T15:52:27.000                                                    |3                                                                          |17.403068773362733                                                         |
|2024-06-05T15:52:18.000                                                    |2024-06-05T15:52:28.000                                                    |3                                                                          |17.413778695085597                                                         |
|2024-06-05T15:52:19.000                                                    |2024-06-05T15:52:29.000                                                    |3                                                                          |17.413778695085597                                                         |
|2024-06-05T15:52:18.000                                                    |2024-06-05T15:52:28.000                                                    |2                                                                          |15.832967381959953                                                         |
|2024-06-05T15:52:19.000                                                    |2024-06-05T15:52:29.000                                                    |2                                                                          |15.580789801483178                                                         |
|2024-06-05T15:52:20.000                                                    |2024-06-05T15:52:30.000                                                    |2                                                                          |14.86890264200621                                                          |
|2024-06-05T15:52:21.000                                                    |2024-06-05T15:52:31.000                                                    |2                                                                          |14.86890264200621                                                          |
|2024-06-05T15:52:22.000                                                    |2024-06-05T15:52:32.000                                                    |2                                                                          |14.86890264200621                                                          |
|2024-06-05T15:52:23.000                                                    |2024-06-05T15:52:33.000                                                    |2                                                                          |13.195462192993407                                                         |
|2024-06-05T15:52:20.000                                                    |2024-06-05T15:52:30.000                                                    |3                                                                          |17.380166402917144                                                         |
|2024-06-05T15:52:21.000                                                    |2024-06-05T15:52:31.000                                                    |3                                                                          |17.380166402917144                                                         |
|2024-06-05T15:52:21.000                                                    |2024-06-05T15:52:31.000                                                    |1                                                                          |15.131746536086776                                                         |
|2024-06-05T15:52:22.000                                                    |2024-06-05T15:52:32.000                                                    |1                                                                          |15.131746536086776                                                         |
|2024-06-05T15:52:23.000                                                    |2024-06-05T15:52:33.000                                                    |1                                                                          |15.131746536086776                                                         |
|2024-06-05T15:52:24.000                                                    |2024-06-05T15:52:34.000                                                    |1                                                                          |14.928496331064958                                                         |
|2024-06-05T15:52:22.000                                                    |2024-06-05T15:52:32.000                                                    |3                                                                          |16.336488825259483                                                         |
|2024-06-05T15:52:23.000                                                    |2024-06-05T15:52:33.000                                                    |3                                                                          |16.733326230511754                                                         |
|2024-06-05T15:52:24.000                                                    |2024-06-05T15:52:34.000                                                    |3                                                                          |16.733326230511754                                                         |
|2024-06-05T15:52:25.000                                                    |2024-06-05T15:52:35.000                                                    |3                                                                          |16.733326230511754                                                         |
|2024-06-05T15:52:24.000                                                    |2024-06-05T15:52:34.000                                                    |2                                                                          |13.814742927094168                                                         |
|2024-06-05T15:52:25.000                                                    |2024-06-05T15:52:35.000                                                    |2                                                                          |13.814742927094168                                                         |
|2024-06-05T15:52:26.000                                                    |2024-06-05T15:52:36.000                                                    |2                                                                          |13.814742927094168                                                         |
|2024-06-05T15:52:25.000                                                    |2024-06-05T15:52:35.000                                                    |1                                                                          |17.319594956597474                                                         |
|2024-06-05T15:52:26.000                                                    |2024-06-05T15:52:36.000                                                    |1                                                                          |16.73274390444076                                                          |
|2024-06-05T15:52:27.000                                                    |2024-06-05T15:52:37.000                                                    |1                                                                          |16.73274390444076                                                          |
|2024-06-05T15:52:28.000                                                    |2024-06-05T15:52:38.000                                                    |1                                                                          |16.73274390444076                                                          |
|2024-06-05T15:52:26.000                                                    |2024-06-05T15:52:36.000                                                    |3                                                                          |16.935716606200995                                                         |
|2024-06-05T15:52:27.000                                                    |2024-06-05T15:52:37.000                                                    |3                                                                          |15.97704647239243                                                          |
|2024-06-05T15:52:27.000                                                    |2024-06-05T15:52:37.000                                                    |2                                                                          |15.134838687828951                                                         |
|2024-06-05T15:52:28.000                                                    |2024-06-05T15:52:38.000                                                    |2                                                                          |16.32422914179395                                                          |
|2024-06-05T15:52:29.000                                                    |2024-06-05T15:52:39.000                                                    |2                                                                          |17.074215182664496                                                         |
|2024-06-05T15:52:30.000                                                    |2024-06-05T15:52:40.000                                                    |2                                                                          |17.074215182664496                                                         |
|2024-06-05T15:52:31.000                                                    |2024-06-05T15:52:41.000                                                    |2                                                                          |17.074215182664496                                                         |
|2024-06-05T15:52:28.000                                                    |2024-06-05T15:52:38.000                                                    |3                                                                          |16.261595110782224                                                         |
|2024-06-05T15:52:29.000                                                    |2024-06-05T15:52:39.000                                                    |3                                                                          |16.261595110782224                                                         |
|2024-06-05T15:52:29.000                                                    |2024-06-05T15:52:39.000                                                    |1                                                                          |15.111959369184396                                                         |
|2024-06-05T15:52:30.000                                                    |2024-06-05T15:52:40.000                                                    |1                                                                          |15.111959369184396                                                         |
|2024-06-05T15:52:31.000                                                    |2024-06-05T15:52:41.000                                                    |1                                                                          |12.73661068469157                                                          |
|2024-06-05T15:52:32.000                                                    |2024-06-05T15:52:42.000                                                    |1                                                                          |12.73661068469157                                                          |
|2024-06-05T15:52:30.000                                                    |2024-06-05T15:52:40.000                                                    |3                                                                          |14.91472627044207                                                          |
|2024-06-05T15:52:31.000                                                    |2024-06-05T15:52:41.000                                                    |3                                                                          |14.034054860382632                                                         |
|2024-06-05T15:52:32.000                                                    |2024-06-05T15:52:42.000                                                    |3                                                                          |14.655640329306568                                                         |
|2024-06-05T15:52:33.000                                                    |2024-06-05T15:52:43.000                                                    |3                                                                          |13.838590800066068                                                         |
|2024-06-05T15:52:34.000                                                    |2024-06-05T15:52:44.000                                                    |3                                                                          |13.838590800066068                                                         |
|2024-06-05T15:52:32.000                                                    |2024-06-05T15:52:42.000                                                    |2                                                                          |19.070773471617198                                                         |
|2024-06-05T15:52:33.000                                                    |2024-06-05T15:52:43.000                                                    |2                                                                          |19.070773471617198                                                         |
|2024-06-05T15:52:34.000                                                    |2024-06-05T15:52:44.000                                                    |2                                                                          |21.07950800977795                                                          |
|2024-06-05T15:52:35.000                                                    |2024-06-05T15:52:45.000                                                    |2                                                                          |21.07950800977795                                                          |
|2024-06-05T15:52:36.000                                                    |2024-06-05T15:52:46.000                                                    |2                                                                          |21.07950800977795                                                          |
|2024-06-05T15:52:37.000                                                    |2024-06-05T15:52:47.000                                                    |2                                                                          |23.0638900495226                                                           |
