2024-06-05 15:52:21,2024-06-05 15:52:21,3,1
2024-06-05 15:52:19,2024-06-05 15:52:22,2,2
2024-06-05 15:52:18,2024-06-05 15:52:25,1,5
2024-06-05 15:52:27,2024-06-05 15:52:28,2,2
2024-06-05 15:52:30,2024-06-05 15:52:30,1,1
2024-06-05 15:52:34,2024-06-05 15:52:34,1,1
2024-06-05 15:52:33,2024-06-05 15:52:36,2,2
2024-06-05 15:52:38,2024-06-05 15:52:38,1,1
2024-06-05 15:52:26,2024-06-05 15:52:40,3,8
2024-06-05 15:52:41,2024-06-05 15:52:41,2,1
2024-06-05 15:52:42,2024-06-05 15:52:43,1,2
2024-06-05 15:52:44,2024-06-05 15:52:48,3,5
2024-06-05 15:52:49,2024-06-05 15:52:57,2,5
2024-06-05 15:53:01,2024-06-05 15:53:02,2,2
2024-06-05 15:52:52,2024-06-05 15:53:03,1,7
