2024-06-05 15:52:10,2024-06-05 15:52:20,2,6
2024-06-05 15:52:10,2024-06-05 15:52:20,2,6
2024-06-05 15:52:10,2024-06-05 15:52:20,3,5
2024-06-05 15:52:20,2024-06-05 15:52:30,1,7
2024-06-05 15:52:20,2024-06-05 15:52:30,3,6
2024-06-05 15:52:20,2024-06-05 15:52:30,1,7
2024-06-05 15:52:20,2024-06-05 15:52:30,1,7
2024-06-05 15:52:20,2024-06-05 15:52:30,3,8
2024-06-05 15:52:20,2024-06-05 15:52:30,1,7
2024-06-05 15:52:20,2024-06-05 15:52:30,2,5
2024-06-05 15:52:20,2024-06-05 15:52:30,3,8
2024-06-05 15:52:30,2024-06-05 15:52:40,1,5
2024-06-05 15:52:40,2024-06-05 15:52:50,2,7
2024-06-05 15:52:30,2024-06-05 15:52:40,3,6
2024-06-05 15:52:30,2024-06-05 15:52:40,2,5
2024-06-05 15:52:40,2024-06-05 15:52:50,3,2
2024-06-05 15:52:40,2024-06-05 15:52:50,1,4
2024-06-05 15:52:30,2024-06-05 15:52:40,1,5
2024-06-05 15:52:30,2024-06-05 15:52:40,3,6
2024-06-05 15:52:40,2024-06-05 15:52:50,1,8
2024-06-05 15:52:50,2024-06-05 15:53:00,2,2
2024-06-05 15:52:50,2024-06-05 15:53:00,1,8
2024-06-05 15:52:40,2024-06-05 15:52:50,1,8
2024-06-05 15:52:40,2024-06-05 15:52:50,2,7
2024-06-05 15:52:50,2024-06-05 15:53:00,3,8
2024-06-05 15:52:40,2024-06-05 15:52:50,3,7
2024-06-05 15:52:50,2024-06-05 15:53:00,3,8
2024-06-05 15:52:40,2024-06-05 15:52:50,2,7
2024-06-05 15:52:50,2024-06-05 15:53:00,2,2
2024-06-05 15:52:50,2024-06-05 15:53:00,1,8
2024-06-05 15:52:40,2024-06-05 15:52:50,1,8
2024-06-05 15:52:40,2024-06-05 15:52:50,3,7
2024-06-05 15:52:50,2024-06-05 15:53:00,1,8
2024-06-05 15:52:50,2024-06-05 15:53:00,2,7
2024-06-05 15:53:00,2024-06-05 15:53:10,3,8
2024-06-05 15:53:00,2024-06-05 15:53:10,2,7
2024-06-05 15:52:50,2024-06-05 15:53:00,2,7
2024-06-05 15:53:00,2024-06-05 15:53:10,1,7
2024-06-05 15:52:50,2024-06-05 15:53:00,2,7
2024-06-05 15:52:50,2024-06-05 15:53:00,1,8
2024-06-05 15:53:00,2024-06-05 15:53:10,1,7
2024-06-05 15:53:00,2024-06-05 15:53:10,1,7
2024-06-05 15:53:00,2024-06-05 15:53:10,2,7
